name,SDx,SDy,SDz,SR,PFD_t,PFD_i,PFD_m,PFD_r,PFD_p,FA_ti,FA_im,FA_mr,FA_rp,FA_pt,FD_ti,FD_tm,FD_tr,FD_tp,FD_im,FD_ir,FD_ip,FD_mr,FD_mp,FD_rp
C35,0,0,0,40.19968,60.7506218,62.41044617,60.5879364,52.6943512,47.12537384,0.085063018,0.053203169,0.027259449,0.062323842,0.211614788,47.78110886,47.77941132,43.15545273,55.43814087,18.58266068,37.91054916,55.94894409,22.16201973,40.90294647,20.7677536
C36,0,0,0,40.19968,60.7506218,62.41044617,60.5879364,52.6943512,47.12537384,0.085063018,0.053203169,0.027259449,0.062323842,0.211614788,47.78110886,47.77941132,43.15545273,55.43814087,18.58266068,37.91054916,55.94894409,22.16201973,40.90294647,20.7677536
C37,0,0,0,40.19968,60.7506218,62.41044617,60.5879364,52.6943512,47.12537384,0.085063018,0.053203169,0.027259449,0.062323842,0.211614788,47.78110886,47.77941132,43.15545273,55.43814087,18.58266068,37.91054916,55.94894409,22.16201973,40.90294647,20.7677536
C38,0,0,0,40.19488,60.7452507,62.39969254,60.58722687,52.69538498,47.10816956,0.085017405,0.053306185,0.027385991,0.062233821,0.211666718,47.77127838,47.8004837,43.20821762,55.45154953,18.59980774,37.93000793,55.96785355,22.16881561,40.92137527,20.76483727
C39,0,0,0,40.19488,60.7452507,62.39969254,60.58722687,52.69538498,47.10816956,0.085017405,0.053306185,0.027385991,0.062233821,0.211666718,47.77127838,47.8004837,43.20821762,55.45154953,18.59980774,37.93000793,55.96785355,22.16881561,40.92137527,20.76483727
C40,0,0,0,40.19488,60.7452507,62.39969254,60.58722687,52.69538498,47.10816956,0.085017405,0.053306185,0.027385991,0.062233821,0.211666718,47.77127838,47.8004837,43.20821762,55.45154953,18.59980774,37.93000793,55.96785355,22.16881561,40.92137527,20.76483727
C41,0,0,0,40.19488,60.7452507,62.39969254,60.58722687,52.69538498,47.10816956,0.085017405,0.053306185,0.027385991,0.062233821,0.211666718,47.77127838,47.8004837,43.20821762,55.45154953,18.59980774,37.93000793,55.96785355,22.16881561,40.92137527,20.76483727
C42,0,0,0,40.19488,60.7452507,62.39969254,60.58722687,52.69538498,47.10816956,0.085017405,0.053306185,0.027385991,0.062233821,0.211666718,47.77127838,47.8004837,43.20821762,55.45154953,18.59980774,37.93000793,55.96785355,22.16881561,40.92137527,20.76483727
C43,0,0,0,40.19488,60.7452507,62.39969254,60.58722687,52.69538498,47.10816956,0.085017405,0.053306185,0.027385991,0.062233821,0.211666718,47.77127838,47.8004837,43.20821762,55.45154953,18.59980774,37.93000793,55.96785355,22.16881561,40.92137527,20.76483727
C44,0,0,0,40.19488,60.7452507,62.39969254,60.58722687,52.69538498,47.10816956,0.085017405,0.053306185,0.027385991,0.062233821,0.211666718,47.77127838,47.8004837,43.20821762,55.45154953,18.59980774,37.93000793,55.96785355,22.16881561,40.92137527,20.76483727
